cell_id,scenario,snr_db,beam_index,nmse_mmse,nmse_ai,attack_type,attack_severity,trust_score,step,ue_count,load,twin_fidelity,x_m,y_m
CELL_005,FR2-mmWave,14.61,7,0.480915,0.048029,pilot_contamination,0.6949,0.1463,49,38,0.865,0.9145,803.2,60.0
CELL_006,FR2-mmWave,19.82,17,0.002,0.001,normal,0.0,0.988,49,25,0.782,0.9599,54.5,192.7
CELL_007,UMa,12.4,3,0.015145,0.002953,normal,0.0,0.9576,49,28,0.466,0.9598,191.8,196.6
CELL_008,NTN-LEO,8.55,22,0.03768,0.008146,normal,0.0,0.9643,49,8,0.699,0.9593,348.3,194.2
CELL_009,NTN-LEO,-2.75,4,1.2,0.9,normal,0.0,0.9808,49,13,0.262,0.888,503.6,170.0
CELL_010,UMi,7.92,3,0.192993,0.067363,normal,0.0,0.9821,49,35,0.671,0.9546,679.0,206.4
CELL_011,InH,6.37,14,1.2,0.815059,adversarial,0.238,0.7169,49,14,0.45,0.8805,822.6,191.5
CELL_012,UMi,1.03,8,0.244068,0.056461,pilot_contamination,0.522,0.3575,49,15,0.666,0.9242,44.4,364.4
CELL_013,THz,6.61,7,0.020506,0.007479,normal,0.0,0.9802,49,39,0.244,0.9594,196.0,378.6
CELL_014,RMa,29.23,19,0.002,0.001,jamming,0.6182,0.092,49,36,0.592,0.9228,357.3,354.8
CELL_015,FR2-mmWave,-5.0,30,1.2,0.386721,data_poisoning,0.4672,0.4928,49,16,0.288,0.901,499.0,354.6
CELL_016,RMa,17.24,31,0.01652,0.003426,normal,0.0,0.9631,49,26,0.253,0.9597,631.4,344.1
CELL_017,UMa,11.94,26,0.149945,0.031358,normal,0.0,0.9568,49,34,0.432,0.9575,782.3,360.7
CELL_018,RMa,11.82,29,0.012091,0.002256,normal,0.0,0.9734,49,30,0.323,0.9598,62.1,501.4
CELL_019,UMa,7.82,17,0.238387,0.053234,normal,0.0,0.9809,49,33,0.415,0.9557,191.1,518.3
CELL_020,RIS,12.05,22,0.01103,0.002938,normal,0.0,0.9538,49,37,0.517,0.9598,335.8,509.8
CELL_021,NTN-LEO,3.79,31,0.010127,0.002703,normal,0.0,0.9692,49,24,0.739,0.9598,491.7,511.2
CELL_022,InH,9.25,13,0.50043,0.069562,pilot_contamination,0.5104,0.3595,49,38,0.881,0.9238,641.2,513.0
CELL_023,FR2-mmWave,15.11,23,0.100259,0.026992,normal,0.0,0.9886,49,30,0.618,0.9578,817.4,510.4
CELL_000,UMa,13.62,30,0.005638,0.001,normal,0.0,0.9965,50,28,0.839,0.9599,49.0,64.2
CELL_001,UMa,1.57,24,1.2,0.267768,csi_spoofing,0.7119,0.2439,50,8,0.501,0.8959,184.4,64.1
CELL_002,RMa,1.13,7,0.773727,0.132445,csi_spoofing,0.8948,0.0774,50,16,0.453,0.8957,351.2,55.1
CELL_003,InH,23.88,30,0.002341,0.001,normal,0.0,0.9859,50,36,0.294,0.9599,508.5,39.6
CELL_004,RMa,9.61,17,0.254676,0.033244,pilot_contamination,0.5991,0.2753,50,21,0.353,0.9214,658.1,54.7
CELL_005,NTN-LEO,16.18,28,0.108216,0.02463,normal,0.0,0.9982,50,34,0.275,0.958,802.1,53.1
CELL_006,RMa,6.66,18,0.08892,0.021045,normal,0.0,0.9734,50,34,0.406,0.9583,23.8,217.0
CELL_007,RIS,13.98,30,0.002,0.001,normal,0.0,0.9964,50,26,0.846,0.9599,188.3,176.4
CELL_008,RIS,13.65,1,0.309321,0.054504,normal,0.0,0.9588,50,13,0.207,0.9556,363.7,198.0
CELL_009,RIS,-3.17,22,0.126051,0.056584,normal,0.0,0.9726,50,20,0.909,0.9555,496.8,189.7
CELL_010,RMa,8.89,0,0.105627,0.022506,normal,0.0,0.9692,50,19,0.214,0.9582,635.5,194.8
CELL_011,InH,-0.17,20,0.220221,0.082542,normal,0.0,0.9935,50,32,0.404,0.9534,797.8,197.8
CELL_012,FR2-mmWave,19.89,4,0.006194,0.001058,normal,0.0,0.9998,50,24,0.871,0.9599,30.4,361.8
CELL_013,FR2-mmWave,3.83,14,0.986552,0.393725,normal,0.0,0.9927,50,34,0.877,0.9285,178.8,350.7
CELL_014,THz,9.12,31,0.065452,0.021926,normal,0.0,0.9711,50,34,0.874,0.9582,358.8,346.0
CELL_015,FR2-mmWave,24.54,22,0.075793,0.005096,pilot_contamination,0.3659,0.5523,50,37,0.919,0.9376,505.7,356.9
CELL_016,RIS,15.54,30,0.002537,0.001,normal,0.0,0.9685,50,26,0.334,0.9599,651.8,347.5
CELL_017,UMi,16.01,8,0.002,0.001,normal,0.0,0.9611,50,12,0.439,0.9599,792.2,362.1
CELL_018,NTN-LEO,11.23,2,0.163333,0.031933,normal,0.0,0.9595,50,15,0.842,0.9574,39.7,507.2
CELL_019,UMi,13.32,28,0.026387,0.007602,normal,0.0,0.9835,50,39,0.734,0.9594,211.0,496.5
CELL_020,UMa,13.72,6,0.042789,0.00777,normal,0.0,0.9944,50,17,0.654,0.9594,340.7,499.9
CELL_021,NTN-LEO,9.34,2,0.37525,0.058925,data_poisoning,0.6798,0.3011,50,17,0.504,0.9145,513.4,509.1
CELL_022,InH,5.8,21,0.912813,0.249833,normal,0.0,0.9774,50,23,0.231,0.94,666.6,511.8
CELL_023,THz,8.17,27,0.002,0.001,normal,0.0,0.9614,50,24,0.597,0.9599,798.5,495.0
CELL_000,NTN-LEO,19.94,10,0.005654,0.001,false_csi_injection,0.5689,0.4035,51,21,0.42,0.9258,68.7,44.3
CELL_001,InH,4.14,17,0.471342,0.117076,csi_spoofing,0.6662,0.2905,51,38,0.819,0.9107,200.0,41.1
CELL_002,RIS,-0.83,11,0.449559,0.201807,normal,0.0,0.9932,51,33,0.678,0.9439,347.1,60.5
CELL_003,NTN-LEO,18.5,0,0.002751,0.001,normal,0.0,0.9917,51,30,0.523,0.9599,485.5,26.2
CELL_004,InH,10.47,12,0.117746,0.02343,normal,0.0,0.954,51,37,0.939,0.9581,661.4,70.6
CELL_005,NTN-LEO,23.79,27,0.002,0.001,pilot_contamination,0.5347,0.3566,51,25,0.485,0.9278,791.1,49.5
CELL_006,NTN-LEO,-1.47,4,0.567634,0.254811,normal,0.0,0.9953,51,24,0.562,0.9396,48.9,192.8
CELL_007,THz,5.28,19,0.07427,0.028296,normal,0.0,0.9797,51,16,0.228,0.9577,201.9,192.2
CELL_008,UMi,17.99,5,0.093969,0.010533,csi_spoofing,0.236,0.7613,51,39,0.935,0.945,364.9,189.1
CELL_009,THz,16.1,28,0.010568,0.002738,normal,0.0,0.9782,51,36,0.535,0.9598,517.2,206.7
CELL_010,RMa,6.88,9,0.019235,0.00454,normal,0.0,0.9711,51,39,0.265,0.9596,654.9,199.1
CELL_011,FR2-mmWave,0.51,0,1.2,0.9,normal,0.0,0.9644,51,39,0.338,0.888,813.2,201.0
CELL_012,UMi,10.11,23,0.01156,0.002664,normal,0.0,0.9507,51,26,0.379,0.9598,53.6,359.5
CELL_013,UMa,12.81,31,0.08781,0.014835,backdoor,0.7758,0.206,51,29,0.802,0.9123,198.0,346.9
CELL_014,RIS,12.86,3,0.352778,0.059311,pilot_contamination,0.7951,0.05,51,13,0.474,0.9075,357.7,339.3
CELL_015,RMa,5.93,15,0.136133,0.032805,normal,0.0,0.9505,51,38,0.693,0.9574,503.4,335.2
CELL_016,RIS,27.46,31,0.002,0.001,normal,0.0,0.9515,51,16,0.928,0.9599,635.5,334.0
CELL_017,FR2-mmWave,2.0,1,0.403997,0.117226,normal,0.0,0.9583,51,20,0.495,0.9506,791.5,344.3
CELL_018,InH,2.32,3,0.021341,0.007405,normal,0.0,0.9982,51,34,0.207,0.9594,51.0,517.6
CELL_019,RIS,11.82,0,0.024688,0.007517,normal,0.0,0.9622,51,20,0.795,0.9594,204.8,503.3
CELL_020,UMi,11.66,17,0.033453,0.006366,false_csi_injection,0.6973,0.2572,51,21,0.942,0.9177,368.0,506.0
CELL_021,RMa,20.66,26,0.04686,0.005727,normal,0.0,0.989,51,21,0.53,0.9595,479.1,490.9
CELL_022,InH,9.41,25,0.162163,0.023073,adversarial,0.8006,0.1699,51,14,0.698,0.9101,638.2,527.3
CELL_023,NTN-LEO,20.96,18,0.002129,0.001,normal,0.0,0.9513,51,39,0.21,0.9599,818.5,506.4
CELL_000,UMi,17.98,19,0.025586,0.004784,normal,0.0,0.9947,52,27,0.685,0.9596,38.1,41.6
CELL_001,THz,7.31,9,0.004676,0.001666,normal,0.0,0.9715,52,15,0.32,0.9599,201.2,63.3
CELL_002,THz,13.0,8,0.026822,0.007821,normal,0.0,0.9999,52,9,0.678,0.9594,365.3,42.1
CELL_003,THz,15.87,0,0.25561,0.066811,normal,0.0,0.9797,52,21,0.495,0.9547,495.3,64.6
CELL_004,UMa,15.34,5,0.234601,0.038363,normal,0.0,0.9661,52,34,0.245,0.9569,653.9,65.9
CELL_005,InH,10.66,26,0.203644,0.064645,normal,0.0,0.962,52,19,0.5,0.9548,824.8,43.2
CELL_006,THz,5.28,14,0.016092,0.006129,normal,0.0,0.9857,52,13,0.898,0.9595,35.8,199.2
CELL_007,FR2-mmWave,8.0,11,0.109226,0.030943,normal,0.0,0.9709,52,35,0.48,0.9575,198.4,177.8
CELL_008,UMa,22.43,12,0.002,0.001,normal,0.0,0.9996,52,35,0.407,0.9599,338.8,182.7
CELL_009,RIS,19.51,22,0.037527,0.008464,normal,0.0,0.9838,52,37,0.399,0.9593,504.4,189.0
CELL_010,UMa,26.17,11,0.002289,0.001,normal,0.0,0.9695,52,27,0.481,0.9599,650.7,204.9
CELL_011,FR2-mmWave,20.41,22,0.024052,0.00522,normal,0.0,0.9963,52,35,0.52,0.9596,805.3,224.8
CELL_012,NTN-LEO,30.28,5,0.002,0.001,normal,0.0,0.9614,52,10,0.323,0.9599,64.5,348.6
CELL_013,RIS,19.59,31,0.10787,0.014196,normal,0.0,0.9775,52,28,0.555,0.9589,204.5,349.2
CELL_014,RIS,11.25,7,0.14173,0.027911,normal,0.0,0.9896,52,32,0.781,0.9578,357.6,362.0
CELL_015,UMa,20.93,1,0.010912,0.001273,normal,0.0,0.985,52,21,0.555,0.9599,521.2,347.5
CELL_016,RIS,18.48,5,0.003684,0.001,normal,0.0,0.9828,52,33,0.854,0.9599,646.8,361.9
CELL_017,RIS,1.11,19,0.307467,0.13348,normal,0.0,0.9867,52,9,0.411,0.9493,803.7,340.7
CELL_018,FR2-mmWave,9.79,30,0.019738,0.003685,jamming,0.4346,0.3555,52,37,0.273,0.9336,59.5,500.3
CELL_019,RMa,10.74,15,0.151502,0.030307,normal,0.0,0.9746,52,19,0.727,0.9576,202.3,497.5
CELL_020,RMa,-3.05,29,1.01029,0.307344,normal,0.0,0.9857,52,11,0.882,0.9354,366.1,497.9
CELL_021,UMi,3.77,21,1.2,0.768895,false_csi_injection,0.5893,0.4066,52,37,0.636,0.8631,515.2,512.8
CELL_022,RMa,8.12,18,0.096933,0.021443,normal,0.0,0.9564,52,30,0.354,0.9583,661.7,503.6
CELL_023,UMi,3.51,29,0.119355,0.039757,normal,0.0,0.9534,52,8,0.627,0.9568,805.7,489.5
CELL_000,RMa,13.69,13,0.003177,0.001,normal,0.0,0.9808,53,18,0.21,0.9599,57.8,34.6
CELL_001,UMi,6.46,27,0.815675,0.244611,normal,0.0,0.9906,53,12,0.816,0.9404,205.5,71.3
CELL_002,UMi,20.29,6,0.006943,0.001,normal,0.0,0.9841,53,28,0.417,0.9599,353.4,65.5
CELL_003,InH,13.63,9,0.008515,0.001512,normal,0.0,0.9509,53,39,0.276,0.9599,508.4,62.2
CELL_004,RMa,9.62,6,0.003188,0.001,csi_spoofing,0.1464,0.8231,53,33,0.326,0.9511,657.4,56.7
CELL_005,NTN-LEO,18.8,13,0.013114,0.001042,pilot_contamination,0.7052,0.1126,53,26,0.231,0.9176,816.1,70.1
CELL_006,InH,12.32,0,0.266823,0.034492,csi_spoofing,0.4104,0.5578,53,14,0.737,0.9326,57.6,194.4
CELL_007,THz,20.77,28,0.002,0.001,normal,0.0,0.9781,53,10,0.266,0.9599,196.5,193.1
CELL_008,RIS,24.21,18,0.002,0.001,normal,0.0,0.9789,53,38,0.342,0.9599,367.3,224.4
CELL_009,UMi,8.98,21,0.009362,0.003152,normal,0.0,0.9631,53,32,0.388,0.9597,505.8,201.2
CELL_010,UMi,14.36,15,0.009153,0.001752,normal,0.0,0.9736,53,24,0.54,0.9599,661.4,186.6
CELL_011,NTN-LEO,17.23,25,0.002,0.001,pilot_contamination,0.4861,0.3744,53,8,0.541,0.9308,792.1,205.9
CELL_012,RIS,15.38,31,0.020406,0.005437,normal,0.0,0.9818,53,39,0.912,0.9596,62.1,360.1
CELL_013,RIS,6.77,29,0.002542,0.001,normal,0.0,0.98,53,11,0.407,0.9599,207.5,347.7
CELL_014,NTN-LEO,26.41,26,0.008222,0.00145,normal,0.0,0.9728,53,36,0.719,0.9599,370.7,360.7
CELL_015,InH,-5.0,6,0.671405,0.251653,normal,0.0,0.9723,53,29,0.81,0.9399,490.8,328.5
CELL_016,UMa,0.91,23,0.548445,0.176687,normal,0.0,0.9787,53,11,0.536,0.9459,646.2,342.9
CELL_017,RIS,16.88,19,0.002,0.001,normal,0.0,0.9618,53,19,0.892,0.9599,784.7,345.5
CELL_018,FR2-mmWave,27.39,11,0.011872,0.002094,normal,0.0,0.9755,53,9,0.51,0.9598,47.3,507.8
CELL_019,InH,20.17,25,0.002,0.001,normal,0.0,0.9611,53,18,0.304,0.9599,201.2,497.2
CELL_020,RIS,21.71,15,0.059867,0.012281,normal,0.0,0.9891,53,12,0.497,0.959,363.5,502.4
CELL_021,RMa,15.42,3,0.009758,0.001601,normal,0.0,0.9928,53,28,0.275,0.9599,510.8,506.6
CELL_022,THz,6.33,22,0.184562,0.044977,false_csi_injection,0.5417,0.4474,53,15,0.622,0.9239,631.9,497.7
CELL_023,RMa,9.92,29,0.387264,0.079257,normal,0.0,0.9634,53,12,0.401,0.9537,797.0,498.2
CELL_000,NTN-LEO,3.67,0,0.464785,0.140005,normal,0.0,0.9941,54,10,0.563,0.9488,68.9,50.3
CELL_001,NTN-LEO,-0.01,10,0.413824,0.146231,normal,0.0,0.9599,54,13,0.717,0.9483,196.6,36.7
CELL_002,UMi,19.24,25,0.002,0.001,normal,0.0,0.9526,54,27,0.593,0.9599,365.1,52.5
CELL_003,UMi,34.03,19,0.002,0.001,normal,0.0,0.9798,54,25,0.444,0.9599,517.0,55.5
CELL_004,InH,11.28,8,0.003428,0.001,csi_spoofing,0.3773,0.6097,54,17,0.845,0.9373,643.9,68.7
CELL_005,RIS,12.4,8,0.038247,0.003777,jamming,0.9432,0.05,54,39,0.486,0.9031,793.8,39.0
CELL_006,InH,10.08,26,1.2,0.413096,normal,0.0,0.9531,54,38,0.878,0.927,50.3,201.6
CELL_007,UMi,14.38,27,0.002,0.001,normal,0.0,0.9623,54,11,0.873,0.9599,197.4,209.7
CELL_008,InH,17.97,28,0.002395,0.001,jamming,0.134,0.7763,54,16,0.228,0.9519,353.0,187.8
CELL_009,THz,10.23,2,0.063328,0.020412,normal,0.0,0.9594,54,24,0.548,0.9584,537.3,188.4
CELL_010,NTN-LEO,13.49,12,0.004483,0.001,normal,0.0,0.9823,54,21,0.72,0.9599,643.5,200.0
CELL_011,RIS,10.41,29,0.005877,0.001882,normal,0.0,0.9839,54,23,0.551,0.9598,802.9,193.9
CELL_012,InH,22.0,23,0.05155,0.005828,normal,0.0,0.9673,54,19,0.876,0.9595,27.2,337.1
CELL_013,RIS,6.3,6,0.540346,0.199097,normal,0.0,0.9955,54,13,0.292,0.9441,203.5,349.4
CELL_014,RMa,-3.03,24,1.098882,0.303605,false_csi_injection,0.2208,0.7775,54,39,0.516,0.9225,362.9,360.5
CELL_015,UMa,21.13,25,0.055163,0.005418,csi_spoofing,0.7455,0.236,54,15,0.288,0.9148,527.0,359.4
CELL_016,UMa,29.74,5,0.002,0.001,jamming,0.7307,0.05,54,35,0.61,0.9161,652.6,338.4
CELL_017,RMa,14.71,10,0.002,0.001,normal,0.0,0.9803,54,21,0.682,0.9599,802.2,350.9
CELL_018,THz,11.86,18,0.068691,0.020886,normal,0.0,0.96,54,15,0.368,0.9583,57.7,499.8
CELL_019,RMa,14.98,16,0.002,0.001,normal,0.0,0.9599,54,21,0.808,0.9599,183.1,502.5
CELL_020,RIS,18.34,4,0.118115,0.027968,normal,0.0,0.964,54,33,0.26,0.9578,368.9,518.4
CELL_021,THz,8.87,25,0.003467,0.001171,normal,0.0,0.9636,54,17,0.305,0.9599,518.2,509.8
CELL_022,THz,19.31,20,0.002,0.001,normal,0.0,0.9976,54,14,0.295,0.9599,643.4,502.8
CELL_023,FR2-mmWave,12.49,14,0.343317,0.102013,normal,0.0,0.9842,54,10,0.453,0.9518,782.0,479.7
CELL_000,RMa,6.99,19,0.247553,0.032737,jamming,0.7341,0.05,55,16,0.398,0.9133,56.0,53.7
CELL_001,UMa,21.3,25,0.012162,0.001492,normal,0.0,0.9712,55,26,0.819,0.9599,210.5,52.7
CELL_002,NTN-LEO,11.9,16,0.005404,0.001025,normal,0.0,0.9992,55,28,0.815,0.9599,353.5,50.8
CELL_003,NTN-LEO,12.95,19,0.161976,0.017597,csi_spoofing,0.7918,0.1633,55,30,0.484,0.9111,506.1,36.8
CELL_004,UMa,3.8,28,1.2,0.9,jamming,0.2213,0.6745,55,8,0.868,0.8747,681.8,58.5
CELL_005,InH,6.63,14,0.169751,0.03828,adversarial,0.2993,0.6931,55,35,0.579,0.939,813.8,49.7
CELL_006,THz,10.67,19,0.023745,0.00525,jamming,0.312,0.5489,55,17,0.474,0.9409,40.9,198.7
CELL_007,RIS,7.42,31,1.2,0.337511,normal,0.0,0.9815,55,12,0.238,0.933,189.7,216.3
CELL_008,UMa,2.53,8,0.119174,0.047513,normal,0.0,0.9614,55,13,0.266,0.9562,375.2,184.5
CELL_009,NTN-LEO,11.92,29,0.002,0.001,normal,0.0,0.9558,55,25,0.833,0.9599,484.2,184.4
CELL_010,FR2-mmWave,10.35,11,0.013312,0.004272,normal,0.0,0.9691,55,19,0.578,0.9597,626.9,186.3
CELL_011,RIS,9.65,29,0.00453,0.00149,normal,0.0,0.9662,55,14,0.749,0.9599,809.3,228.2
CELL_012,RMa,1.9,10,0.673221,0.189934,normal,0.0,0.9936,55,8,0.724,0.9448,53.9,344.0
CELL_013,RMa,13.83,8,0.022115,0.002403,pilot_contamination,0.5294,0.3406,55,33,0.84,0.928,203.6,327.5
CELL_014,FR2-mmWave,11.74,15,0.026034,0.006375,normal,0.0,0.9503,55,11,0.369,0.9595,329.5,325.2
CELL_015,RMa,17.56,2,0.002,0.001,normal,0.0,0.9902,55,13,0.73,0.9599,484.3,370.0
CELL_016,RIS,25.35,15,0.002401,0.001,normal,0.0,0.9778,55,34,0.803,0.9599,665.3,347.4
CELL_017,UMa,21.45,5,0.016824,0.001855,jamming,0.116,0.8045,55,26,0.806,0.9529,820.4,337.4
CELL_018,UMi,11.44,3,0.052905,0.010767,normal,0.0,0.963,55,20,0.219,0.9591,63.1,506.2
CELL_019,RIS,22.54,0,0.002,0.001,normal,0.0,0.9991,55,39,0.843,0.9599,191.3,479.6
CELL_020,UMa,10.85,2,0.19743,0.039852,normal,0.0,0.9617,55,38,0.396,0.9568,359.9,500.4
CELL_021,THz,16.54,4,0.002,0.001,normal,0.0,0.986,55,33,0.726,0.9599,505.9,488.7
CELL_022,FR2-mmWave,16.72,30,0.035441,0.004872,pilot_contamination,0.9816,0.05,55,8,0.925,0.9007,669.3,515.3
CELL_023,FR2-mmWave,17.37,12,0.033195,0.004919,normal,0.0,0.9884,55,34,0.309,0.9596,792.3,496.8
CELL_000,UMi,7.59,29,0.030703,0.007835,normal,0.0,0.9683,56,35,0.51,0.9594,58.6,29.2
CELL_001,RMa,11.53,4,0.025009,0.003752,data_poisoning,0.3552,0.6197,56,38,0.223,0.9384,202.0,41.6
CELL_002,InH,10.42,1,0.00623,0.001238,jamming,0.4997,0.2968,56,8,0.208,0.9299,341.5,57.7
CELL_003,InH,15.89,8,0.365135,0.060389,normal,0.0,0.9878,56,19,0.326,0.9552,472.6,30.3
CELL_004,UMi,17.86,27,0.194433,0.020716,false_csi_injection,0.3184,0.6582,56,36,0.527,0.9392,668.3,71.8
CELL_005,NTN-LEO,8.71,9,0.076037,0.012598,false_csi_injection,0.5261,0.4524,56,26,0.443,0.9274,781.5,39.9
CELL_006,THz,18.16,6,0.010739,0.001043,adversarial,0.7574,0.2104,56,19,0.887,0.9145,51.4,183.8
CELL_007,UMa,-4.39,7,1.2,0.535843,adversarial,0.7626,0.2088,56,37,0.527,0.8714,193.8,211.8
CELL_008,THz,13.48,17,0.002,0.001,normal,0.0,0.9965,56,12,0.727,0.9599,330.3,212.1
CELL_009,FR2-mmWave,1.81,22,0.043355,0.012553,normal,0.0,0.9665,56,32,0.926,0.959,513.1,192.6
CELL_010,RIS,12.35,28,0.018416,0.004849,normal,0.0,0.9549,56,21,0.611,0.9596,662.9,186.1
CELL_011,InH,6.85,9,0.983481,0.216111,adversarial,0.1027,0.875,56,22,0.709,0.9365,818.7,210.3
CELL_012,UMi,19.85,1,0.010135,0.001484,normal,0.0,0.974,56,33,0.735,0.9599,48.2,339.1
CELL_013,UMi,23.24,24,0.00962,0.001388,normal,0.0,0.9846,56,12,0.757,0.9599,212.6,355.5
CELL_014,InH,12.33,20,0.005796,0.001094,normal,0.0,0.9691,56,16,0.735,0.9599,351.2,361.0
CELL_015,InH,0.75,11,1.2,0.412937,normal,0.0,0.986,56,21,0.387,0.927,527.3,340.8
CELL_016,UMi,5.41,6,0.028561,0.007246,normal,0.0,0.9524,56,27,0.664,0.9594,665.9,351.1
CELL_017,THz,30.32,6,0.002069,0.001,csi_spoofing,0.7554,0.2402,56,26,0.469,0.9146,798.7,351.8
CELL_018,RMa,2.7,22,1.2,0.346619,jamming,0.2804,0.5921,56,13,0.649,0.9154,52.1,494.2
CELL_019,RMa,12.97,13,0.054371,0.009818,normal,0.0,0.9882,56,17,0.34,0.9592,188.3,495.0
CELL_020,RIS,17.82,20,0.003153,0.001,pilot_contamination,0.5207,0.3432,56,36,0.564,0.9287,323.0,500.9
CELL_021,InH,13.58,2,0.186656,0.019549,false_csi_injection,0.8651,0.1164,56,22,0.809,0.9065,486.0,504.1
CELL_022,UMi,25.27,11,0.002,0.001,normal,0.0,0.9916,56,35,0.835,0.9599,675.6,478.0
CELL_023,NTN-LEO,11.83,17,0.037332,0.007102,normal,0.0,0.9692,56,10,0.358,0.9594,817.0,504.3
CELL_000,THz,10.42,0,0.116806,0.021834,data_poisoning,0.8894,0.0878,57,13,0.875,0.9049,42.1,65.4
CELL_001,THz,5.73,28,0.062796,0.023576,normal,0.0,0.9743,57,18,0.354,0.9581,191.6,21.3
CELL_002,THz,18.29,30,0.002267,0.001,normal,0.0,0.9879,57,15,0.281,0.9599,357.7,53.9
CELL_003,UMi,7.78,27,1.2,0.280827,csi_spoofing,0.6788,0.2857,57,25,0.292,0.8968,488.3,55.8
CELL_004,InH,0.13,31,0.569233,0.212439,normal,0.0,0.9599,57,30,0.825,0.943,647.0,52.8
CELL_005,THz,11.5,10,0.183763,0.056612,normal,0.0,0.979,57,35,0.556,0.9555,804.0,46.1
CELL_006,FR2-mmWave,16.08,5,0.002584,0.001,normal,0.0,0.9545,57,15,0.247,0.9599,23.1,198.3
CELL_007,RIS,13.92,5,0.286803,0.080797,normal,0.0,0.9941,57,13,0.335,0.9535,205.9,220.9
CELL_008,THz,17.63,5,0.004419,0.001077,normal,0.0,0.9512,57,22,0.439,0.9599,363.3,218.5
CELL_009,NTN-LEO,18.01,23,0.056911,0.011977,normal,0.0,0.9634,57,14,0.572,0.959,503.8,213.4
CELL_010,RIS,1.41,23,0.015308,0.004734,csi_spoofing,0.3815,0.5686,57,19,0.504,0.9367,644.5,195.8
CELL_011,UMa,3.05,4,0.124709,0.037203,normal,0.0,0.9552,57,36,0.823,0.957,803.7,203.1
CELL_012,InH,-3.67,26,0.302973,0.136005,normal,0.0,0.9709,57,12,0.216,0.9491,65.6,368.2
CELL_013,UMi,16.74,2,0.035697,0.004313,jamming,0.5335,0.2259,57,30,0.469,0.9276,206.3,347.2
CELL_014,THz,17.28,22,0.002,0.001,pilot_contamination,0.1352,0.7919,57,20,0.587,0.9518,336.7,351.1
CELL_015,RMa,20.25,10,0.003108,0.001,jamming,0.5624,0.1964,57,26,0.902,0.9262,502.1,345.7
CELL_016,NTN-LEO,4.14,23,0.088944,0.02382,normal,0.0,0.9845,57,22,0.329,0.9581,658.0,372.2
CELL_017,RIS,8.04,0,1.2,0.330437,pilot_contamination,0.6602,0.2035,57,39,0.228,0.894,802.5,345.5
CELL_018,InH,3.37,8,0.204535,0.082818,normal,0.0,0.9929,57,15,0.766,0.9534,45.1,495.9
CELL_019,NTN-LEO,6.82,1,0.002,0.001,normal,0.0,0.9949,57,21,0.375,0.9599,182.5,505.9
CELL_020,THz,13.87,21,0.035169,0.007902,data_poisoning,0.2286,0.7267,57,28,0.218,0.9457,347.7,508.4
CELL_021,RMa,11.88,10,0.044111,0.00511,pilot_contamination,0.5798,0.2832,57,10,0.447,0.9248,526.3,515.0
CELL_022,InH,18.81,10,0.017539,0.001316,jamming,0.9592,0.05,57,12,0.328,0.9023,651.1,503.3
CELL_023,RIS,8.43,8,0.039579,0.013579,normal,0.0,0.9763,57,8,0.46,0.9589,795.7,517.3
CELL_000,NTN-LEO,15.22,10,0.002588,0.001,normal,0.0,0.959,58,9,0.239,0.9599,40.2,27.9
CELL_001,NTN-LEO,19.54,29,0.002657,0.001,normal,0.0,0.9674,58,20,0.237,0.9599,210.1,44.9
CELL_002,InH,17.43,10,0.009476,0.001382,normal,0.0,0.9932,58,34,0.776,0.9599,343.4,45.5
CELL_003,UMi,12.74,0,0.173617,0.032155,normal,0.0,0.9655,58,23,0.849,0.9574,467.2,63.7
CELL_004,UMi,23.03,15,0.002,0.001,normal,0.0,0.9842,58,36,0.248,0.9599,650.6,46.3
CELL_005,FR2-mmWave,15.09,24,0.370574,0.087443,normal,0.0,0.9842,58,17,0.28,0.953,830.8,71.8
CELL_006,THz,13.38,30,0.014096,0.004052,normal,0.0,0.9786,58,18,0.457,0.9597,40.2,200.5
CELL_007,InH,-0.51,10,0.281995,0.105696,normal,0.0,0.9657,58,30,0.49,0.9515,189.3,183.0
CELL_008,NTN-LEO,20.03,17,0.002,0.001,normal,0.0,0.9593,58,11,0.477,0.9599,358.1,187.4
CELL_009,UMi,20.9,14,0.002,0.001,normal,0.0,0.959,58,25,0.52,0.9599,503.3,193.6
CELL_010,THz,18.69,14,0.068068,0.015887,normal,0.0,0.9584,58,38,0.21,0.9587,663.3,186.8
CELL_011,THz,17.28,29,0.050834,0.008645,pilot_contamination,0.3846,0.5279,58,8,0.698,0.9362,802.6,218.4
CELL_012,FR2-mmWave,13.81,30,0.268778,0.030513,data_poisoning,0.5853,0.4132,58,39,0.74,0.9224,76.3,348.5
CELL_013,RMa,9.67,6,0.004166,0.001,normal,0.0,0.9824,58,19,0.488,0.9599,189.2,373.1
CELL_014,UMi,8.46,31,0.002,0.001,false_csi_injection,0.1139,0.8423,58,27,0.209,0.9531,360.7,371.6
CELL_015,RIS,1.82,8,1.179343,0.187102,jamming,0.815,0.05,58,11,0.225,0.8961,506.1,367.2
CELL_016,FR2-mmWave,21.05,9,0.004131,0.001,data_poisoning,0.1989,0.7953,58,28,0.55,0.948,654.5,355.5
CELL_017,InH,21.91,25,0.003747,0.001,adversarial,0.7788,0.1935,58,18,0.923,0.9132,792.6,349.0
CELL_018,THz,-2.15,14,1.006786,0.283367,csi_spoofing,0.6733,0.3087,58,35,0.866,0.8969,46.1,502.4
